,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genre,Theme,Demographic,Demographics
238,"Shingeki no Kyojin: Chimi Kyara Gekijou - Tondeke! Kunren Heidan, Attack on Titan Picture Drama","「進撃の巨人」ちみキャラ劇場""とんでけ! 訓練兵団""","Attack on Titan: Chibi Theater - Fly, Cadets, Fly!",,,,['Special'],9,Finished Airing,"Jul 17, 2013 to Mar 19, 2014",,,"['Production I.G', 'Wit Studio']",['Funimation'],['Studio Moriken'],['Manga'],,,10 min. per ep.,PG-13 - Teens 13 or older,6.62,#6352,#3060,"58,392",76,28312,"Shingeki no Kyojin Picture Drama is a series of Flash animated gag shorts included with the Blu-ray Disc/DVD releases, featuring the characters in chibi form. Consisting of nine episodes, this series takes a light hearted and comedic take on the the SNK series with many memorable scenes and dialogues from the original series presented in humorous way. Each episodes depicts 2-3 days in the training of the 104th Trainee Corps as they train to become the hope for mankind in the war against the Titans.","['Sequel (Special) Shingeki no Kyojin Season 3 Specials', 'Adaptation (Manga) Shingeki no Kyojin']",Shingeki no Kyojin Picture Drama,['Comedy'],['Parody'],,
239,"Kara no Kyoukai: the Garden of sinners/recalled out summer - extra chorus, the Garden of sinners -recalled out summer- extra chorus",劇場版 空の境界 未来福音 extra chorus,The Garden of Sinners: Future Gospel - Extra Chorus,,,,['Special'],1,Finished Airing,"Sep 28, 2013",,,"None found,",['Aniplex of America'],['ufotable'],['Manga'],"['Drama', 'Mystery', 'Supernatural']",,32 min.,R - 17+ (violence & profanity),7.45,#2138,#3249,"51,729",41,27723,"Mikiya Kokutou gives Shiki Ryougi a cat to watch, as he will be away for a little while. Though Shiki protests, he leaves the cat anyway, and Shiki is stuck trying to understand her new feline companion. But as luck would have it, the cat seems to have taken a liking to Mikiya and misses him. Later in another part of the city, Ririsu Miyazuki visits the place where her dear friend committed suicide. She intends to end her life as well, but she meets Fujino Asagami, a blind classmate with a traumatic past. Though the two girls don't have much in common, Asagami reminds Miyazuki of her lost friend and helps her understand her pain. Two months later, Mikiya elects to celebrate New Year's with Shiki instead of his family, which makes his sister Azaka very upset, leading to her spending the holiday with her school friends. As the snow begins to fall, Mikiya reflects on what he wishes for most of all: that Shiki's life be filled with happiness. [Written by MAL Rewrite]","['Adaptation (Light Novel) Kara no Kyoukai: Mirai Fukuin - The Garden of Sinners/Recalled Out Summer', '']",Kara no Kyoukai Movie: Mirai Fukuin - Extra Chorus,,,,
240,,Fate/kaleid liner プリズマ☆イリヤ,Fate/Kaleid Liner Prisma Illya Shorts,,,,['Special'],5,Finished Airing,"Sep 27, 2013 to Jan 31, 2014",,,"None found,","None found,",['SILVER LINK.'],['Manga'],"['Comedy', 'Ecchi']",,5 min. per ep.,PG-13 - Teens 13 or older,6.72,#5761,#3412,"47,447",14,23113,Specials bundled with each of all five Blu-ray/DVD volumes.,[],Fate/kaleid liner Prisma☆Illya Specials,,['Mahou Shoujo'],,
241,"Suisei no Gargantia Episode 14, Suisei no Gargantia Episode 15",翠星のガルガンティア 完全新作,Gargantia on the Verdurous Planet Specials,,,,['Special'],2,Finished Airing,"Aug 28, 2013 to Oct 25, 2013",,,"None found,",['VIZ Media'],['Production I.G'],Original,"['Action', 'Adventure', 'Sci-Fi']",,24 min. per ep.,PG-13 - Teens 13 or older,7.18,#3471,#3664,"41,889",14,22611,"Episodes 14 and 15, released with the first and third BD/DVD volumes.",[],Suisei no Gargantia Specials,,['Mecha'],,
242,"Toaru Kagaku no Railgun MMR III, Toaru Kagaku no Railgun MMR IV Specials, Motto Marutto Railgun",もっとまるっと超電磁砲,A Certain Scientific Railgun S Specials,,,,['Special'],2,Finished Airing,"Jul 24, 2013 to Nov 27, 2013",,,"None found,","None found,",['J.C.Staff'],['Manga'],,,9 min. per ep.,PG-13 - Teens 13 or older,7.05,#4162,#3937,"36,173",36,14878,Toaru Kagaku no Railgun S specials that were released on Blu-ray and DVD volumes.,[],Toaru Kagaku no Railgun S: Motto Marutto Railgun,['Comedy'],,,
243,Toaru Majutsu no Index: Endymion no Kiseki Omake,劇場版とある魔術の禁書目録たん-エンデュミオンの奇蹟-があったりなかったり,A Certain Magical Index Movie Special,,,,['Special'],1,Finished Airing,"Aug 28, 2013",,,['Geneon Universal Entertainment'],"None found,",['J.C.Staff'],['Light novel'],"['Action', 'Fantasy', 'Sci-Fi']","['Super Power', 'Urban Fantasy']",12 min.,PG-13 - Teens 13 or older,7.07,#4043,#4596,"26,188",20,10939,Bonus animation featuring Index-tan included with the BD special edition of the Toaru Majutsu no Index: Endymion no Kiseki movie.,[],Toaru Majutsu no Index-tan Movie: Endymion no Kiseki - Ga Attari Nakattari,,,,
244,,百花繚乱 サムライブライド,,,,,['Special'],6,Finished Airing,"Jun 26, 2013 to Nov 27, 2013",,,"['Genco', 'Lantis']",['Sentai Filmworks'],['Arms'],['Light novel'],"['Comedy', 'Ecchi']",,2 min. per ep.,R+ - Mild Nudity,6.57,#6637,#5798,"14,623",5,5516,Specials included on DVDs and Blu-rays.,[],Hyakka Ryouran: Samurai Bride Specials,,,,
245,"Code Geass: Hangyaku no Lelouch Picture Drama Stage 0.97, Code Geass: Lelouch of the Rebillion Picture Drama 10",コードギアス 反逆のルルーシュ ピクチャードラマ STAGE 0.97 はじまりの前夜,Code Geass: Lelouch of the Rebellion Picture Drama - The Night of the Beginning,,,,['Special'],1,Finished Airing,"Sep 25, 2013",,,['Bandai Visual'],"None found,",['Sunrise'],Original,,,3 min.,PG-13 - Teens 13 or older,6.14,#9153,#6671,"10,287",4,3565,A special included with the Blu-Ray release of the main series. Lelouch monologues on his dissatisfaction with Britannia's rule and the need to hide his and Nunnally's connection to the Britannian throne. (Source: Wikipedia),[],Code Geass: Hangyaku no Lelouch Picture Drama - Hajimari no Zenya,['Action'],['School'],,
246,Mewtwo: Kakusei he no Prologue,ミュウツー ~覚醒への序章[プロローグ]～,Pokémon: Mewtwo - Prologue to Awakening,,,,['TV Special'],1,Finished Airing,"Jul 11, 2013",,,"None found,",['The Pokemon Company International'],['OLM'],Game,"['Adventure', 'Fantasy']",,26 min.,PG - Children,6.64,#6234,#6910,"9,481",4,4466,"The original story is set before Mewtwo meets Satoshi and his friends in the upcoming film's storyline. It will focus on Mewtwo's history, goals, and how it became the strongest Pokémon.","['Sequel (Movie) Pokemon Movie 16: Shinsoku no Genosect - Mewtwo Kakusei', '']",Pokemon: Mewtwo - Kakusei e no Prologue,,,['Kids'],
247,"Genshiken Second Season Specials, The Society for the Study of Modern Visual Culture Specials",げんしけん 二代目 映像特典,,,,,['Special'],4,Finished Airing,"Sep 4, 2013 to Dec 11, 2013",,,['Starchild Records'],"None found,",['Production I.G'],['Manga'],,"['Adult Cast', 'Otaku Culture', 'Parody']",3 min. per ep.,R - 17+ (violence & profanity),6.68,#6027,#7327,"8,234",1,2903,Special episodes included in BD.,"['Adaptation (Manga) Genshiken', '']",Genshiken Nidaime Specials,['Slice of Life'],,['Seinen'],
248,Short Peace Opening Animation,ショート・ピースオープニング,,,,,['Special'],1,Finished Airing,"Jul 20, 2013",,,"None found,",['Sentai Filmworks'],['Sunrise'],Original,"['Fantasy', 'Sci-Fi', 'Supernatural']",,3 min.,G - All Ages,6.18,#8954,#7649,"7,335",4,3375,"The opening animation of the compilation movie, Short Peace.",[],Short Peace Opening,,,,
249,Ghost in the Shell: Arise - Logicoma Beat,攻殻機動隊ARISE ロジコマ・ビート,,,,,['Special'],4,Finished Airing,"Jul 26, 2013 to Sep 24, 2014",,,['Bandai Visual'],['Funimation'],['Production I.G'],['Manga'],,,3 min. per ep.,PG-13 - Teens 13 or older,6.22,#8702,#7717,"7,194",1,2057,Short 3D CG Specials included in the Blu-rays of the Ghost in the Shell: Arise movies.,[],Koukaku Kidoutai Arise: Ghost in the Shell - Logicoma Specials,['Sci-Fi'],['Mecha'],,
250,,ガールズ＆パンツァー ハートフル タンク ディスク,,,,,['Special'],4,Finished Airing,"Sep 25, 2013",,,['Lantis'],"None found,",['Actas'],Original,,"['CGDCT', 'Military', 'School']",10 min. per ep.,PG-13 - Teens 13 or older,6.63,#6306,#8314,"5,977",6,1478,"Picture drama episodes bundled with the Girls & Panzer ""Heartful Tank Disc.""",[],Girls & Panzer Heartful Tank Disc Picture Drama,,,,
251,"Bangai-hen, Event Shutchou-hen, Girls und Panzer Heartful Tank Disk: Fushou Akiyama Yukari no Sensha Kouza",ガールズ＆パンツァーハートフル タンク ディスク 不肖・秋山優花里の戦車講座,,,,,['Special'],1,Finished Airing,"Sep 25, 2013",,,"None found,","None found,",['Actas'],Original,,"['CGDCT', 'Educational', 'Military', 'School']",13 min.,PG-13 - Teens 13 or older,6.84,#5131,#8654,"5,454",8,1575,"Girls & Panzer specials with Yukari Akiyama included on the ""Heartful Tank Disc.""",[],Girls & Panzer Heartful Tank Disc: Fushou Akiyama Yukari no Sensha Kouza,,,,
252,"Ro-Kyu-Bu! SS 6.5, Ro-Kyu-Bu! SS Episode 6.5, Ro-Kyu-Bu! SS Special",「ロウきゅーぶ！SS」番外編,,,,,['TV Special'],1,Finished Airing,"Aug 16, 2013",,,"['AT-X', 'Warner Bros. Japan', 'KlockWorx', 'ASCII Media Works']","None found,","['Barnum Studio', 'Project No.9']",Unknown,"['Comedy', 'Sports', 'Ecchi']","['School', 'Team Sports']",24 min.,PG-13 - Teens 13 or older,6.47,#7301,#9237,"4,531",4,1477,Recap of the first six episodes aired between episode 6-7. Also contains footage from Ro-Kyu-Bu!: Tomoka no Ichigo Sundae OVA.,[],Ro-Kyu-Bu! SS Recap,,,,
253,"Metal Fight Beyblade Zero G OAD, Metal Fight Beyblade Zero G OVA",メタルファイト ベイブレード ZEROG,Beyblade: Shogun Steel Specials,,,,['Special'],7,Finished Airing,"Aug 27, 2013 to Sep 25, 2013",,,"['TV Tokyo', 'd-rights']","None found,",['SynergySP'],['Manga'],"['Adventure', 'Sports']",,25 min. per ep.,PG - Children,6.07,#9532,#9403,"4,277",0,1659,"The last seven unaired episodes of ""Metal Fight Beyblade Zero G"" released on DVD volumes 6 and 7 of the series.","['Prequel (TV) Metal Fight Beyblade Zero G', '']",Metal Fight Beyblade Zero G Specials,,,['Kids'],
254,Puchitto Gargantia Episode 14,ぷちっとがるがんてぃあ: 特別企画 - 〇〇のガルガンティア,,,,,['Special'],1,Finished Airing,"Sep 25, 2013",,,"None found,",['VIZ Media'],['Production I.G'],Original,"['Comedy', 'Sci-Fi']",,4 min.,PG-13 - Teens 13 or older,6.02,#9839,#10134,"3,399",0,1548,Special Project Gargantia.,"['Prequel (ONA) Puchitto Gargantia', '']",Puchitto Gargantia: Marumaru no Gargantia,,['Mecha'],,
255,Love Triangle,催眠術ZERO,,,,,['Special'],1,Finished Airing,"Sep 6, 2013",,,"['Milky Animation Label', 'MS Pictures']",['SoftCel Pictures'],['Studio Eromatick'],Visual novel,,,4 min.,Rx - Hentai,5.96,N/A,#10473,"3,074",0,1060,Short special included in the Blu-ray/DVD Volume 2.,[],Saimin Jutsu Zero Special,['Hentai'],,,
256,,動戦士ガンダムUC: ONE OF SEVENTY TWO,Mobile Suit Gundam Unicorn: One of Seventy Two,,,,['Special'],1,Finished Airing,"Aug 3, 2013",,,"None found,","None found,",['Sunrise'],Novel,,,Unknown,PG-13 - Teens 13 or older,6.34,#8007,#10725,"2,849",1,510,"U.C. 0095.12.03 The Neo Zeon remnants known as the Sleeves conduct a performance test on a certain new type of mobile suit in a debris sector. Having gotten wind of this intel, two warships head for the debris sector. One ship is a Earth Federation Forces warship. The other ship is an Anaheim Electronics testing ship. On board the Federation Forces battleship, a newly constructed Unicorn Gundam Unit 3 awaited its time to sortie… (Source: Zeonic Scanlations)",[],Kidou Senshi Gundam UC: One of Seventy Two,,['Mecha'],,
257,Zettai Bouei Leviathan Campfire Short,絶対防衛レヴィアタン ミニ焚き火劇場,,,,,['Special'],13,Finished Airing,"Jul 7, 2013 to Sep 30, 2013",,,['TV Tokyo'],"None found,",['Gonzo'],Game,"['Comedy', 'Fantasy']",,4 min. per ep.,PG-13 - Teens 13 or older,5.87,#10565,#11669,"2,152",1,737,A new special mini corner airing after the rebroadcast version of TV series.,[],Zettai Bouei Leviathan: Mini Takibi Gekijou,,,,
258,Pure-Hearted Girl Et Cetera Specials,純情少女エトセトラ,,,,,['Special'],2,Finished Airing,"Aug 2, 2013 to Oct 4, 2013",,,['Pashmina'],"None found,",['Studio 1st'],['Manga'],,,4 min. per ep.,Rx - Hentai,6.17,N/A,#11675,"2,150",0,576,Bonus short episodes,[],Junjou Shoujo Et Cetera Specials,['Hentai'],,,
259,"Jewelpet Twinkle: A Rainbow of Smiles Doki Doki!, Jewelpet Twinkle Special, Jewelpet Tinkle Special",ジュエルペット てぃんくる☆ ほほえみの虹にドッキ☆ドキ！,,,,,['Special'],1,Finished Airing,"Jul 22, 2013",,,['TV Tokyo'],"None found,",['Studio Comet'],Original,,"['Mahou Shoujo', 'School']",28 min.,PG - Children,7.05,#4141,#11885,"2,015",2,655,Special episode included with the Blu-ray box set of the original Jewelpet Tinkle anime series.,"['Prequel (TV) Jewelpet Twinkle☆', '']",Jewelpet Twinkle☆: Hohoemi no Niji ni Dokki☆Doki!,['Fantasy'],,,
260,Doraemon Crayon Shin-chan Haru da! Eiga da! 3-Jikan Anime Matsuri 2,ドラえもん (2005) Specials,,,,,['TV Special'],Unknown,Currently Airing,"Apr 15, 2005 to ?",,,"None found,","None found,",['Shin-Ei Animation'],Unknown,,,45 min.,PG - Children,6.79,#5401,#12793,"1,501",5,469,"59 Doraemon (2005) TV Specials exist as of January 24, 2018.",[],Doraemon (2005) Specials,['Comedy'],,['Seinen'],
261,,クレヨンしんちゃん Specials,,,,,['Special'],Unknown,Currently Airing,"Dec 28, 1992 to ?",,,"None found,","None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Ecchi']",,48 min.,G - All Ages,[],#17439,#15451,709,2,,"87 Crayon Shin-chan TV Specials exist as of August 6, 2022.",[],Crayon Shin-chan Specials,,['School'],['Seinen'],
262,,ガラスの仮面ですが と Z,,,,,['Special'],2,Finished Airing,"Sep 4, 2013",,,"None found,","None found,","None found,",['Manga'],,,3 min. per ep.,PG-13 - Teens 13 or older,5.69,#11425,#17040,501,0,113,Two unaired episodes of Glass no Kamen desu ga to Z released in various combinations of the parody franchises' DVD/BD release.,"['Prequel (TV) Glass no Kamen desu ga to Z', '']",Glass no Kamen desu ga to Z Specials,['Comedy'],['Parody'],['Shoujo'],
263,,"リトルワンダーズ ""Sneeze""",Little Wonders: Sneeze,,,,['Special'],1,Finished Airing,"Jul 12, 2013",,,"None found,","None found,",['DandeLion Animation Studio'],Original,,,3 min.,G - All Ages,[],#19839,#20890,236,0,,A hybrid live-action and 3D animation short. Toys become alive in a bedroom when humans are gone but freeze when a little girl appears. A year later the short was also posted to DandeLion's official YouTube channel and included as a bonus on the 47 Todoufuken R DVD.,[],Little Wonders: Sneeze,,,['Kids'],
