,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genres,Theme,Synonyms,Demographic,German,Spanish,French,Demographics
261,デュラララ!!×２ 承　第4.5話「私の心は鍋模様」,Durarara!! x2 Shou: My Heart Is in the Pattern of a Hot Pot,['Special'],1,Finished Airing,"Jul 22, 2015",,,"None found,",['Aniplex of America'],['Shuka'],['Light novel'],,,23 min.,R - 17+ (violence & profanity),7.66,#1400,#2797,"68,898",53,29674,"One night, Mikado Ryuugamine accepts an invitation to Shinra Kishitani's apartment, eager to talk to Celty as quite some time has passed since the two last spoke. But, much to his astonishment, he finds that a large group of Ikebukuro's finest has gathered there for a hot pot party. Already confused with the current situation, Mikado is further surprised to see that his friend and fellow Raira Academy student Anri Sonohara is there as well. As the two decide to take a seat together, a few members of the group begin reminiscing over events from days past: Mikado recalls an adventure from his childhood with Masaomi Kida, Anri explains how she came to be friends with Mika Harima, and Shizuo Heiwajima tells of his first meeting with Tom Tanaka. [Written by MAL Rewrite]","['Adaptation (Light Novel) Durarara!! Gaiden!?', '']",Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,"['Action', 'Mystery', 'Supernatural']",,"Durarara!!x2 Shou OVA, Durarara!!x2 Shou Special, Durarara!!x2 Shou Episode 4.5",,,,,
262,グリザイアの楽園,,['Special'],5,Finished Airing,"Aug 26, 2015 to Dec 25, 2015",,,"None found,","None found,",['8bit'],Visual novel,['Ecchi'],,3 min. per ep.,R+ - Mild Nudity,7.03,#4272,#2902,"64,580",37,33043,Short specials included in the Blu-ray and DVD releases.,"['Prequel (Special) Grisaia no Meikyuu: Caprice no Mayu 0 - Takizono Basketball Club no Nama Cream Party!', '']",Grisaia no Rakuen Specials,,,"The Eden of Grisaia Specials, Le Eden de la Grisaia Specials",,,,,
263,グリザイアの迷宮 カプリスの繭0 姫&バスケ部編「滝園バスケ部の生クリームパーティ! 」,,['Special'],1,Finished Airing,"Jul 23, 2015",,,['Frontier Works'],"None found,",['8bit'],Visual novel,['Ecchi'],,3 min.,R+ - Mild Nudity,7.21,#3337,#2923,"63,325",64,32804,Special bundled with the Blu-ray/DVD volume of Grisaia no Meikyuu.,"['Prequel (Special) Grisaia no Kajitsu Specials', 'Sequel (Special) Grisaia no Rakuen Specials']",Grisaia no Meikyuu: Caprice no Mayu 0 - Takizono Basketball Club no Nama Cream Party!,,,"Grisaia no Meikyuu Tokuten Eizou, Grisaia no Meikyuu Special",,,,,
264,ゆるゆり なちゅやちゅみ！＋,,['TV Special'],2,Finished Airing,"Aug 21, 2015 to Sep 18, 2015",,,"None found,","None found,",['TYO Animations'],['Manga'],,"['CGDCT', 'Gag Humor']",23 min. per ep.,PG-13 - Teens 13 or older,7.77,#1113,#3079,"57,415",85,30224,"Extra episodes of Yuru Yuri Nachuyachumi! Summer vacation is drawing to a close, but the Amusement Club members make the most of the last days. Between outdoor activities in the sun, reminiscing on their recent camping trip, and a sleepover, the members of the Amusement Club, and their classmates in the student council, continue to make summer memories.","['Prequel (OVA) Yuru Yuri Nachuyachumi!', 'Sequel (TV) Yuru Yuri San☆Hai!', 'Adaptation (Manga) Yuru Yuri', '']",Yuru Yuri Nachuyachumi!+,"['Comedy', 'Girls Love']",,"Yuru Yuri Nachuyachumi! Plus, Yuru Yuri Summer Vacation!+",,,,,
265,新妹魔王の契約者〈テスタメント〉,The Testament of Sister New Devil Specials,['Special'],6,Finished Airing,"Mar 27, 2015 to Aug 28, 2015",,,"None found,",['Funimation'],['Production IMS'],['Light novel'],,,4 min. per ep.,R+ - Mild Nudity,6.72,#5797,#3361,"48,795",40,20552,Specials included on the Blu-ray/DVD volumes. Chibi versions of Mio and Maria narrate Basara's various erotic encounters.,[],Shinmai Maou no Testament Specials,"['Comedy', 'Supernatural', 'Ecchi']",,,,,,,
266,ワンピース　エピソード オブ サボ　～３兄弟の絆　奇跡の再会と受け継がれる意志～,"One Piece: Episode of Sabo - Bond of Three Brothers, A Miraculous Reunion and an Inherited Will",['TV Special'],1,Finished Airing,"Aug 22, 2015",,,['Fuji TV'],['Funimation'],['Toei Animation'],['Manga'],,,1 hr. 46 min.,PG-13 - Teens 13 or older,7.70,#1307,#3630,"42,744",30,22187,"The special will revisit the childhood past of the three sworn brothers Luffy, Ace, and Sabo, when they all dreamed of becoming pirates. In addition, it will depict how Sabo originally came into the kingdom of Dressrosa (which was not depicted in Eiichiro Oda's original manga or the television anime), as well as his reunion with Luffy from his point of view.",[],One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,"['Action', 'Adventure', 'Fantasy']",,,['Shounen'],"One Piece: Episode of Sabo - Das Band der 3 Brüder, Die wundersame Wiedervereinigung und die vererbte Verschlossenheit",,,
267,Fate/kaleid liner プリズマ☆イリヤ ツヴァイ ヘルツ！ショートアニメ,Fate/Kaleid Liner Prisma Illya 2Wei Herz! Shorts,['Special'],5,Finished Airing,"Sep 25, 2015 to Jan 29, 2016",,,"['Lantis', 'DAX Production']",['Sentai Filmworks'],['SILVER LINK.'],['Manga'],,,6 min. per ep.,PG-13 - Teens 13 or older,6.87,#4975,#3818,"38,743",20,17313,Specials bundled with limited edition Blu-ray/DVD volumes of the Fate/kaleid liner Prisma Illya 2wei Herz!.,[],Fate/kaleid liner Prisma☆Illya 2wei Herz! Specials,"['Comedy', 'Ecchi']",['Mahou Shoujo'],,,,,,
268,ARIA The AVVENIRE,Aria the Avvenire,['Special'],3,Finished Airing,"Sep 26, 2015",,,['Shochiku'],['Nozomi Entertainment'],['TYO Animations'],['Manga'],,,21 min. per ep.,G - All Ages,7.87,#889,#4360,"29,297",106,11867,"Now that Akari Mizunashi is a Prima Undine and head of the Aria Company with her own apprentice, Ai Aino, she cannot help but reminisce about her time as a Single. She has new responsibilities and much less time on her hands, but these changes bring with them new forms of miracles that Neo Venezia can give. Growing up into new roles is hard, but Akari can always count on the friends she has made on Aqua in times of need. [Written by MAL Rewrite]","['Prequel (TV) Aria the Origination', 'Sequel (Movie) Aria the Crepuscolo', 'Adaptation (Manga) Aria', '']",Aria the Avvenire,"['Fantasy', 'Sci-Fi', 'Slice of Life']",['Iyashikei'],,['Shounen'],,,,
269,SHIROBAKO 劇中劇アニメーション,,['Special'],2,Finished Airing,"Feb 25, 2015 to Jul 29, 2015",,,['Warner Bros. Japan'],"None found,",['P.A. Works'],Original,,,25 min. per ep.,PG-13 - Teens 13 or older,6.83,#5164,#4456,"27,996",13,12489,"Shirobako Specials is an OVA adaptation of the first episodes of the two fictional television anime produced by Musashino Animation in the Shirobako television anime. Exodus!: Shutsu Tokyo Akane, Aya, and Alpine are the three members of the struggling idol group Tracy, which has yet to make a name for themselves. After their performance at a supermarket attracts a dismal audience, the trio's leader Akane decides to turn their fortune around by confronting their disinterested manager Taguchi. But the girls are in for a surprise when they stumble across Taguchi's corpse in a storage room, and become the prime suspects in his murder—all the while rising to the widespread fame they so desperately wanted. Daisan Hikou Shoujotai: FALLING ANGEL The 307 Aerial Squad, also known as ""Hell Alice,"" is part of a global military resistance against the enigmatic Builders, who have covered a third of Earth's surface with mysterious structures known as Pillars. With all aircraft built after the 1970s disabled by the Pillars, Hell Alice must pilot their outdated equipment against the advanced technology stolen by the Builders. Among their ranks is the talented, school-aged Japanese girl Aria Hitotose, the so-called ""Ice Doll"" who never hesitates in even the most dire of situations. When an operation to rescue survivors from a destroyed base goes awry, it is up to Aria and her trusty allies to save the day. [Written by MAL Rewrite]","['Adaptation (Doujinshi) Shirobako dj - Daisan Hikou Shoujotai', '']",Shirobako Specials,"['Adventure', 'Comedy']",['Otaku Culture'],,,,,,
270,ヤンキー君な山田くんとメガネちゃんと魔女,,['Special'],1,Finished Airing,"Aug 26, 2015",,,"None found,","None found,",['LIDENFILMS'],['Manga'],['Comedy'],,7 min.,PG-13 - Teens 13 or older,7.00,#4401,#4494,"27,516",11,10108,The official website for the Yamada-kun and the Seven Witches television anime series revealed on Sunday that the anime's first Blu-ray Disc and DVD box sets will include a Yankee-kun to Megane-chan collaborative manga and anime. (Source: ANN),"['Adaptation (One-shot) Yankee-kun na Yamada-kun to Megane-chan to Majo', '']",Yankee-kun na Yamada-kun to Megane-chan to Majo,,['School'],"Megane-chan to 7-nin no Majo, Megane-chan to Nananin no Majo",['Shounen'],,,,
271,だんちがい 十三号棟 銭湯行きたいー!!,,['Special'],1,Finished Airing,"Sep 18, 2015",,,['DAX Production'],"None found,",['Creators in Pack'],['4-koma manga'],['Slice of Life'],,3 min.,PG-13 - Teens 13 or older,6.43,#7548,#4775,"23,912",9,13578,Unaired episode of Danchigai included on the Blu-ray/DVD volume.,[],Danchigai: Juusan Goutou Sentou Ikitai!!,,['Iyashikei'],Danchigai Special,,,,,
272,GANGSTA. ギャングスタ,,['TV Special'],1,Finished Airing,"Sep 6, 2015",,,"None found,",['Funimation'],['Manglobe'],['Manga'],,"['Adult Cast', 'Organized Crime']",23 min.,R - 17+ (violence & profanity),6.47,#7270,#4905,"22,309",27,10767,Recap of episodes 1-9 of Gangsta.,[],Gangsta. Recap,"['Action', 'Drama']",,Gangsta. Episode 9.5,['Seinen'],Gangsta.,Gangsta.,Gangsta.,
273,アルスラーン戦記　総集編「追憶の章　奪還の刃」,The Heroic Legend of Arslan: Chapter of Reminiscence - The Blade to Retake the Kingdom,['TV Special'],1,Finished Airing,"Jul 5, 2015",,,"['Mainichi Broadcasting System', 'Kodansha', 'Magic Capsule', 'Graphinica', 'NBCUniversal Entertainment Japan']",['Funimation'],"['SANZIGEN', 'LIDENFILMS']",['Manga'],,"['Historical', 'Military']",24 min.,R - 17+ (violence & profanity),6.57,#6618,#5830,"14,395",11,6066,"Arslan Senki (TV): Dakkan no Yaiba retells the events of the series' first 13 episodes, summarizing the events that transpired from Arslan's escape with Daryun, to their time in the Peshawar Citadel.",[],Arslan Senki (TV): Tsuioku no Shou - Dakkan no Yaiba,"['Action', 'Adventure', 'Drama', 'Fantasy']",,Arslan Senki Episode 13.5,,,,,
274,六花の勇者　ピクチャードラマ,,['Special'],3,Finished Airing,"Sep 16, 2015 to Nov 18, 2015",,,"None found,","None found,",['Passione'],['Light novel'],,,11 min. per ep.,PG-13 - Teens 13 or older,6.42,#7606,#6075,"12,913",11,2937,Picture dramas bundled with the Blu-ray and DVD volumes.,[],Rokka no Yuusha Picture Drama,"['Action', 'Adventure', 'Fantasy', 'Mystery']",,,,,,,
275,牙狼〈GARO〉-炎の刻印- 第25話「糸車-HOME-」,GARO: THE ANIMATION - HOME,['Special'],1,Finished Airing,"Sep 16, 2015",,,['Tohokushinsha Film Corporation'],['Funimation'],['MAPPA'],Original,,,23 min.,PG-13 - Teens 13 or older,6.76,#5574,#6233,"12,080",5,4357,"Unaired episode included in the eighth Blu-ray and DVD volume. Ema visits Tina's house after a long time. While singing and spinning yarn, Tina and the children spend a peaceful time together. They reminiscence about Tina's foster mother, Natoria, who had the power to spin the yarn which once carried magic power. And now to the spinning wheel she used and left behind approaches an ominous shadow... (Source: Official Twitter)","['Prequel (TV) Garo: Honoo no Kokuin', 'Sequel (Movie) Garo Movie: Divine Flame']",Garo: Honoo no Kokuin - Home,"['Action', 'Fantasy']",,"Garo: Honoo no Kokuin Special, Garo: Honoo no Kokuin Episode 25",,,,,
276,アルスラーン戦記 アル戦4コマ劇場,,['Special'],8,Finished Airing,"Jul 23, 2015 to Feb 24, 2016",,,"None found,","None found,","['SANZIGEN', 'LIDENFILMS']",['Manga'],['Comedy'],,1 min. per ep.,PG-13 - Teens 13 or older,6.70,#5915,#6353,"11,535",6,3285,Bundled with the Blu-ray/DVD Volumes of Arslan Senki (TV).,"['Sequel (Special) Arslan Senki (TV): Fuujin Ranbu - Arsen 4-koma Gekijou', '']",Arslan Senki (TV): Arsen 4-koma Gekijou,,,Arslan Senki (TV) Specials,,,,,
277,天体のメソッド　オリジナルショートアニメ「ある少女の休日★」,,['Special'],1,Finished Airing,"Jul 24, 2015",,,"['Bandai Visual', 'Lantis', 'Good Smile Company']","None found,",['Studio 3Hz'],Original,,,11 min.,PG-13 - Teens 13 or older,6.86,#5012,#6612,"10,525",11,4644,Original short anime bundled with the seventh Blu-ray and DVD volume of Sora no Method.,[],Sora no Method: Aru Shoujo no Kyuujitsu★,"['Comedy', 'Fantasy']",,Celestial Method: A Girl's Day Off,,,,,
278,失われた未来を求めて　第十三話「失われた夏休みを求めて」,,['Special'],1,Finished Airing,Aug 2015,,,"['Starchild Records', 'Studio Mausu', 'GANSIS']",['Funimation'],['feel.'],Visual novel,['Romance'],,28 min.,R+ - Mild Nudity,6.72,#5804,#6756,"10,015",5,4454,"Upon regaining her senses, Yui Furukawa discovers that the current day is July 13—a starting point that she has never experienced prior. However, despite the unfamiliar circumstances, she resolves to spend her summer vacation with the other members of the Astronomy Club at Nagisa Hanamiya's family villa. The house and its surrounding area have a rich history; a renowned scientist, Nagisa's great-grandmother researched and developed technology at the nearby military manufacturing plant. While the Astronomy Club is having fun at the beach, a sudden storm stops their plans short. Left with no other choice, the group takes shelter at the abandoned factory, eventually leading them to explore a hidden underground bunker. What they encounter there may reveal an unprecedented connection to a lost future. [Written by MAL Rewrite]","['Prequel (TV) Ushinawareta Mirai wo Motomete', '']",Ushinawareta Mirai wo Motomete: Ushinawareta Natsuyasumi wo Motomete,,['Time Travel'],"Ushinawareta Mirai wo Motomete Special, Ushinawareta Mirai wo Motomete Episode 13, In Search of the Lost Future Special",,,,,
279,ドッグデイズ'' Episode 12.5「リモーネリゾート・展望温泉！」,,['Special'],1,Finished Airing,"Aug 26, 2015",,,"None found,","None found,",['Seven Arcs Pictures'],Original,,,11 min.,PG-13 - Teens 13 or older,6.45,#7380,#6966,"9,308",7,2989,Special episode delivered to customers who pre-order all six Blu-ray and DVD volumes of Dog Days''.,"[""Prequel (TV) Dog Days''"", '']",Dog Days'': Limone Resort Tenbou Onsen!,"['Fantasy', 'Ecchi']",['Isekai'],Dog Days 3 Special,,,,,
280,ルパン三世,Lupin the Third Part 4 Specials,['Special'],2,Finished Airing,"Sep 6, 2015 to Nov 22, 2015",,,['TMS Music'],['Discotek Media'],"['TMS Entertainment', 'Telecom Animation Film']",['Manga'],,,22 min. per ep.,PG-13 - Teens 13 or older,7.21,#3290,#7064,"8,984",4,4300,Specials included in the Blu-ray and DVD releases of Lupin III (2015).,[],Lupin III (2015) Specials,"['Action', 'Adventure', 'Comedy']",['Adult Cast'],"Lupin III: Part IV - Specials, Lupin Sansei (2015) Specials, Venice of the Dead, Nonstop Rendezvous",['Seinen'],,,,
281,創勢のアクエリオンEVOL,,['Special'],1,Finished Airing,"Jul 2, 2015",,,"None found,",['Funimation'],['Satelight'],Original,,,26 min.,PG-13 - Teens 13 or older,6.73,#5716,#7805,"6,980",7,3029,"Sousei no Aquarion Evol is set in the spring of 1966. Shin Tsukishima, who is travelling to get a crystal radio, meets Yuno Kawazu, a girl crying on a beach in Izu. Shin and Yuno are guided by the Book of Genesis and meet each other halfway. The boundaries between three worlds begin to distort. (Source: ANN) Original episode that will be screened at Project Aquarion's 10th Anniversary event scheduled to be held on June 28, 2015.",[],Sousei no Aquarion Evol,"['Romance', 'Sci-Fi']",['Mecha'],"Sousei no Aquarion Love, Genesis of Aquarion EVOL",,,,,
282,てーきゅう　４期　ＴＶ未放送オリジナルエピソードアニメ,Teekyu 4 Specials,['Special'],2,Finished Airing,"Aug 28, 2015",,,"['DAX Production', 'Earth Star Entertainment']","None found,",['Millepensee'],['Manga'],,,2 min. per ep.,PG-13 - Teens 13 or older,6.35,#7963,#8152,"6,281",0,3163,Unaired specials included in the Blu-ray and DVD release.,[],Teekyuu 4 Specials,"['Comedy', 'Sports']",['School'],Te-kyu 4 specials,['Shounen'],,,,
283,ドッグデイズ'' グラビアトーク,,['Special'],4,Finished Airing,"Aug 26, 2015",,,"None found,","None found,",['Seven Arcs Pictures'],Original,,,1 min. per ep.,PG-13 - Teens 13 or older,6.22,#8749,#8881,"5,075",4,1571,Four picture dramas included on the bonus DVD.,[],Dog Days'': Gravure Talk,"['Comedy', 'Fantasy', 'Ecchi']",,,,,,,
