,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,German,French,Genre,Themes,Demographic,Spanish,Demographics
194,"Ao no Exorcist Gekijou Special, Ao no Futsumashi Movie Special, Blue Exorcist Movie Special",劇場版「青の祓魔師」特別映像,Blue Exorcist: The Movie Special,['Special'],1,Finished Airing,"Apr 1, 2012",,,"None found,","None found,","None found,",Original,,['Parody'],3 min.,PG-13 - Teens 13 or older,6.71,#5825,#3813,"38,860",26,13560,A collaboration between Blue Exorcist and Kakko Kawaii Sengen.,[],Ao no Exorcist Movie Special,,,['Comedy'],,,,
195,"Amagami SS Dai Ni Ki Specials, Amagami SS Second Season Specials, Amagami SS 2nd Season Specials",アマガミSS+ plus エクストラ・エピソード+ plus,,['Special'],6,Finished Airing,"Apr 4, 2012 to Sep 5, 2012",,,"None found,","None found,",['AIC'],Visual novel,,,3 min. per ep.,PG-13 - Teens 13 or older,7.19,#3410,#3821,"38,730",22,19178,Short extras of the anime included in each of the six Blu-ray volumes of Amagami SS+.,[],Amagami SS+ Plus: Extra Episode+ Plus,,,['Romance'],,,,
196,"C³ Special, C3 Special, C Cube Special, C^3, C³ Episode 13",-シーキューブ- 林間学校こんふゅーじょん!,C³ - CubexCursedxCurious - Outdoor School Confusion,['Special'],1,Finished Airing,"Apr 25, 2012",,,"None found,",['Funimation'],['SILVER LINK.'],['Light novel'],"['Action', 'Comedy', 'Supernatural', 'Ecchi']",,29 min.,PG-13 - Teens 13 or older,6.69,#5936,#4402,"28,716",10,14844,Unaired episode included with the fifth volume of the Blu-ray. The gang goes on a school trip.,[],C³: Rinkan Gakkou Confusion!,,,,"['Harem', 'School']",,,
197,"The Idolmaster Special, The iDOLM@STER ep 26, The Idolmaster ep 26",アイドルマスター 765プロという物語,,['Special'],1,Finished Airing,"Jun 28, 2012",,,['Aniplex'],"None found,",['A-1 Pictures'],Game,"['Comedy', 'Drama']",,24 min.,PG-13 - Teens 13 or older,7.45,#2157,#4777,"23,893",15,11779,"This special received a TV airing on June 17, 2012. The 9th Blu-ray volume containing episodes 24-26 was released on June 28, 2012.","['Prequel (TV) The iDOLM@STER', 'Sequel (OVA) The iDOLM@STER Shiny Festa']",The iDOLM@STER: 765 Pro to Iu Monogatari,,,,"['Idols (Female)', 'Music']",,,
198,Blood-C: Tokubetsu Henshuu Version,『BLOOD-C』特別編集ver,,['Special'],2,Finished Airing,"May 26, 2012 to May 30, 2012",,,"None found,","None found,",['Production I.G'],Original,"['Action', 'Horror', 'Supernatural']",,25 min. per ep.,R - 17+ (violence & profanity),6.76,#5555,#5065,"20,804",28,5195,Two summary episodes of the TV series that are airing prior to Blood-C: The Last Dark. They will feature secret content that was never aired during the TV series' run.,"['Sequel (Movie) Blood-C: The Last Dark', '']",Blood-C: Special Edition,,,,"['Gore', 'School', 'Vampire']",,,
199,New Prince of Tennis Specials,新テニスの王子様,The Prince of Tennis II Specials,['Special'],7,Finished Airing,"Apr 20, 2012 to Apr 24, 2013",,,"['TV Tokyo', 'Bandai Visual', 'Nihon Ad Systems', 'Marvelous AQL', 'Shueisha']","None found,","['Production I.G', 'M.S.C']",['Manga'],"['Comedy', 'Sports']",,23 min. per ep.,PG-13 - Teens 13 or older,7.48,#2030,#6110,"12,743",15,5166,"Shouhei Zenya (The Night Before The Invitation) Prior to the U-17 training camp invitations, the middle schoolers spend their last few days of leisure relaxing and goofing off with each other. Kami no Ko vs Koutei (Child of God vs. Emperor) The tiebreaker-style elimination match between Rikkai University-Affiliated Middle School's Seiichi Yukimura and Genichirou Sanada pits two of the ""Three Demons'' against each other. As the two fight to stay in the camp, the history between the ""Child of God"" and the ""Emperor'' is revealed. Densetsu wo Tsugusha-tachi (The One That Stands On Top) In the next set of tiebreaker-style elimination matches, Shitenhouji Middle School's Kenya Oshitari and Kuranosuke Shiraishi must face off. As both players have been harboring heavy feelings since the Nationals one year prior, they decide to settle it in this high-stakes match. Shousha no Imi (What it Means to be a Winner) Following the elimination matches, the winners are treated to a luxurious experience after a brutal training session. Some of the middle schoolers contend with each other over the point of the camp now that the losers are gone. They decide to settle their disagreements in the most appropriate way possible: by playing table tennis. Otoko-tachi no Kizuna (Bonds Between Men) After Hyoutei Academy's Choutarou Ootori loses his first court shuffle match, he becomes disheartened and begins to question if he deserves to stay in the camp. Rikkai's Bunta Marui decides to give him some advice to help him overcome his defeat. Tenshi to Seijo (Angel and Bible) The court shuffle matches between Courts 3 and 5 pairs Rikkai's Akaya Kirihara and Shitenhouji's Kuranosuke Shiraishi together. As the game grows progressively more difficult, Kirihara becomes agitated by their opponents. Remembering a promise he made to Kirihara's teammate, Shiraishi must prevent the young boy from losing control of his temper at all costs. Himitsu no Oujisama (Prince of Secrets) The middle schoolers become restless and irritated when the camp's food supply begins to run low from a harsh storm. Seishun Academy's Satoshi Horio must deliver a bag to his teammate, Ryouma Echizen, but the angry middle schoolers start to believe that he is hiding food from them. In an attempt to claim the bag's contents, they all begin to fight each other as Horio tries to outsmart and run past them. [Written by MAL Rewrite]","['Adaptation (Manga) Shin Tennis no Oujisama', '']",Shin Tennis no Oujisama Specials,,,,,['Shounen'],,
200,"Queen's Blade Rebellion: Genkai Toppa de Miechau no!?, Queen's Blade Rebellion: What Will It Look Like When It Smashes Through Restrictions!?",クイーンズブレイド リベリオン 限界突破で見えちゃうの,,['Special'],6,Finished Airing,"Jun 27, 2012 to Nov 28, 2012",,,"['Genco', 'Media Factory', 'Hobby Japan']","['Sentai Filmworks', 'NYAV Post']",['Arms'],Other,,,3 min. per ep.,R+ - Mild Nudity,6.06,#9621,#6571,"10,637",2,3499,Specials included in the Blu-ray/DVD volumes. Each special will be about a different character.,[],Queen's Blade: Rebellion Specials,,,['Ecchi'],,,,
201,Eureka Seven Episode 51,交響詩篇エウレカセブン第51話「ニュー・オーダー」,,['Special'],1,Finished Airing,"Apr 6, 2012",,,"None found,","None found,",['Bones'],Original,"['Adventure', 'Drama', 'Romance', 'Sci-Fi']",['Mecha'],24 min.,PG-13 - Teens 13 or older,6.57,#6643,#6822,"9,816",2,3589,"A special summary episode that shows footage of the events that happened from episodes 48 and onwards with audio that had been previously recorded. The concept for this special was a possible real ending the staff of Eureka Seven thought up. In March of 2012, Studio BONES decided to put existing footage of the TV series to new, previously unaired audio and air it together for the first time on television. Episode 51's audio entails that Eureka must go on a journey to scatter seven pieces of her soul across the land in order to calm it. In the end, Eureka and Renton must part ways, but Renton vows that they will meet again someday, no matter what. Episode 51 has absolutely no relation to Eureka Seven's sequel ""Eureka Seven AO"", as this was a real ending that was not used for the original TV run of the series. Eureka Seven AO continues from the events that happened in Episode 50: Wish Upon a Star. (Source: Wikipedia)","['Adaptation (Manga) Koukyoushihen Eureka seveN: New Order', '']",Koukyoushihen Eureka Seven: New Order,,,,,,,
202,"Tamayura: Hitotose OVA, Tamayura (TV) OVA, Tamayura (TV) Episode 5.5",たまゆら～hitotose～ 第5.5話「あったかい風の想い出、なので」,,['Special'],1,Finished Airing,"Jun 27, 2012",,,"None found,","None found,",['TYO Animations'],Original,,,24 min.,G - All Ages,7.41,#2333,#6864,"9,622",3,4364,Extra episode in the 7th Blu-ray and DVD volumes.,"['Prequel (TV) Tamayura: Hitotose', 'Sequel (TV) Tamayura: More Aggressive']","Tamayura: Hitotose - Attakai Kaze no Omoide, nanode",,,['Slice of Life'],"['CGDCT', 'Iyashikei']",,,
203,".hack//Versus OVA, .hack//Versus Special",.hack//Versus タナトスレポート,,['Special'],1,Finished Airing,"Jun 28, 2012",,,"None found,","None found,",['Anima'],Game,"['Action', 'Sci-Fi']",['Video Game'],21 min.,PG-13 - Teens 13 or older,6.30,#8238,#7503,"7,686",2,2633,"Bundled along with a free game, .hack//Versus, on the .hack//Sekai no Mukou ni Blu-ray disc, is a special called ""The Thanatos Report"". This special connects the events of the game with the events of the movie and ""reveal the last truth"". The protagonist of the special is David; a character who also appears in the main movie. The special takes place in both 2024 (the year in which the movie takes place) and 2025 (the year in which the game .hack//Versus takes place). (Source: AnimeReviews.co)",[],.hack//Versus: The Thanatos Report,,,,,,,
204,Computer Revolution: The Birth of the Most Powerful and Fastest Brains,コンピューター革命 最強×最速の頭脳誕生,,['TV Special'],1,Finished Airing,"Jun 3, 2012",,,"None found,","None found,",['Production I.G'],Original,,,10 min.,PG-13 - Teens 13 or older,6.43,#7540,#7762,"7,081",3,3961,"The anime short Computer Kakumei was aired by the Japanese public broadcaster NHK as part of a TV special. The near-future anime was conceived by Parasite Eve author Hideaki Sena, and it depicts how ubiquitous computers have transformed life's various aspects in 2020 Tokyo. The story is told through the eyes of a high school senior named Mako.",[],Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou,,,['Sci-Fi'],,,,
205,Thermæ Romæ Specials,テルマエ・ロマエ,Thermae Romae,['Special'],2,Finished Airing,"Apr 20, 2012",,,"None found,",['Discotek Media'],['DLE'],Unknown,,,24 min. per ep.,PG-13 - Teens 13 or older,6.74,#5645,#9334,"4,373",0,2012,"Bonus episodes included with the BD/DVD. The first episode consists of ""Miwaku no Farosu"" (Alluring Pharos) and ""Sanshimai OL Terumae Satsujin Jiken"" (The Three Sisters of Thermae Romae Murder Case). The second episode consists of ""Subesube ni Naritai"" (I Want to Have Smooth Skin) and ""Hitasura Suberitai"" (I Just Want to Slip).",[],Thermae Romae Specials,,,['Comedy'],"['Historical', 'Time Travel']",['Seinen'],,
206,The Ending Chronicle,終わりのクロニクル,,['Special'],1,Finished Airing,"Apr 1, 2012",,,"None found,","None found,","None found,",['Light novel'],"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",,38 sec.,PG-13 - Teens 13 or older,5.09,#13113,#9748,"3,847",5,1161,"April Fools' Day announcement of a purported anime adaptation of Owari no Chronicle, the prequel light novel series to Kyoukai Senjou no Horizon.","['Sequel (TV) Kyoukaisenjou no Horizon', 'Adaptation (Light Novel) Owari no Chronicle']",Owari no Chronicle,,,,,,,
207,"Sacred Seven Recap Special Picture Drama, Sacred 7: Night Edition Picture Drama, Sacred Seven: Night Edition Picture Drama, Sacred Seven: Knight Edition Picture Drama",劇場版 セイクリッドセブン – 銀月の翼 – ピクチャードラマ,Sacred Seven: Wings of the Silver Moon Picture Drama,['Special'],2,Finished Airing,"Apr 20, 2012",,,"None found,","None found,",['Sunrise'],Original,"['Action', 'Comedy', 'Sci-Fi']",,12 min. per ep.,PG-13 - Teens 13 or older,6.11,#9357,#10523,"3,023",0,790,"Picture Drama included in Sacred Seven: Shirogane no Tsubasa, where Knight and Fei are in the same school as Alma and others.",[],Sacred Seven: Shirogane no Tsubasa Picture Drama,,,,"['School', 'Super Power']",,,
208,"Diebuster Science Course, Top wo Nerae 2! Diebuster! Science Lesson",トップをねらえ２！科学講座,,['Special'],3,Finished Airing,"Jun 22, 2012",,,"None found,","None found,",['Gainax'],Original,,,3 min. per ep.,PG-13 - Teens 13 or older,5.58,#11885,#11483,"2,272",0,686,"Similar to the Gunbuster! Science Lesson these are short ""omake"" bonus features bundled on the Blu-ray Box Complete Edition of the Top wo Nerae 2! Diebuster. Each short lasts around three minutes, and features super deformed versions of Nono, Lal`C Melk Mark and the Dix-Neuf explaining the various scientific aspects of the series.",[],Top wo Nerae 2! Kagaku Kouza,,,['Sci-Fi'],,,,
209,,仮面ライダーフォーゼ×クレオンしんちゃん,,['Special'],4,Finished Airing,"Apr 13, 2012 to Apr 29, 2012",,,"None found,","None found,",['Shin-Ei Animation'],['Manga'],"['Action', 'Comedy']",,30 sec. per ep.,G - All Ages,5.94,#10216,#12636,"1,578",0,586,"Four short crossover episodes, collectively titled Kamen Rider Fourze × Crayon Shin-chan between Kamen Rider Fourze and Crayon Shin-chan were shown in each show's time slots during April 2012 to promote their respective series' new films: Kamen Rider × Super Sentai: Super Hero Taisen and Crayon Shin-chan: The Storm Called!: Me and the Space Princess. The characters will crossover in two episodes of each respective series. The story follows Shin-chan teaming up with Kamen Rider Fourze in order to go to space and rescue Shin's younger sister who had been taken to Planet Himawari to become its princess. The first and fourth episodes feature both anime and live-action while the second and third were entirely animated. (Source: Wikipedia)",[],Kamen Rider Fourze x Crayon Shin-chan,,,,,['Seinen'],,
210,,スティッチと砂の惑星,Stitch and the Planet of Sand,['TV Special'],1,Finished Airing,"Jun 16, 2012",,,"None found,","None found,",['Shin-Ei Animation'],Other,"['Adventure', 'Comedy', 'Sci-Fi']",,48 min.,G - All Ages,5.76,#11131,#14372,970,1,269,"To confront a planetary war at the sand planet of Katuuna, Stitch must leave Yuna and Earth behind. (Source: Wikipedia)","['Prequel (Special) Stitch!: Zutto Saikou no Tomodachi Special', 'Sequel (TV Special) Stitch! Perfect Memory']",Stitch to Suna no Wakusei,,,,,['Kids'],,
211,,火の鳥 絆編,,['Special'],1,Finished Airing,"Jun 2, 2012",,,['Tezuka Productions'],"None found,","None found,",Unknown,,,25 min.,G - All Ages,[],#18556,#16006,624,1,,"Short movie shown at three locations: Children's Museum Noshiro in Akita Prefecture, Tsukuba Expo Center in Ibaraki Prefecture, and Osaki Lifelong Learning Center in Miyagi Prefecture.",[],Hi no Tori: Kizuna-hen,,,['Fantasy'],,['Kids'],,
212,,レスキューYoYo,,['TV Special'],1,Finished Airing,"Apr 30, 2012",,,['NHK'],"None found,","None found,",Original,,['Mecha'],5 min.,PG - Children,5.16,#12997,#18005,419,0,162,"Stop-motion animation about robots who only say ""YoYo"" and the rescue operation needed to help a robot duckling cross a river.",[],Rescue YoYo,,,,,['Kids'],,
213,Yama ni Kagayaku: Guide Inu Heiji Gou,山に輝く ガイド犬平治号,,['Special'],1,Finished Airing,"Apr 21, 2012",,,"None found,","None found,",['Toei Animation'],Unknown,"['Drama', 'Slice of Life']",,28 min.,G - All Ages,[],#15970,#19089,339,0,,A short story about a mountain guide dog Heiji.,[],Yama ni Kagayaku: Guide-ken Heiji Gou,,,,,,,
